restaurant_locs,delivery_locs,routes
"(12.321214, 76.621094)","(12.401214, 76.701094)","[(12.3211, 76.62126), (12.32072, 76.621), (12.32029, 76.62072), (12.31992, 76.62045), (12.3199, 76.62049), (12.31958, 76.62094), (12.31918, 76.6218), (12.31912, 76.62193), (12.3189, 76.62244), (12.31857, 76.62329), (12.31807, 76.62438), (12.318, 76.62449), (12.31796, 76.62457), (12.31793, 76.62463), (12.31759, 76.62516), (12.31707, 76.62594), (12.31692, 76.62626), (12.31682, 76.6266), (12.31677, 76.62677), (12.31662, 76.62753), (12.31652, 76.62815), (12.31649, 76.62849), (12.31641, 76.62928), (12.3164, 76.62948), (12.31628, 76.63004), (12.31617, 76.63044), (12.31612, 76.6306), (12.31598, 76.63105), (12.31589, 76.63131), (12.31586, 76.63136), (12.31582, 76.63148), (12.31555, 76.63213), (12.31547, 76.6323), (12.3153, 76.63265), (12.31525, 76.63275), (12.31524, 76.63277), (12.31507, 76.63304), (12.31471, 76.63335), (12.31429, 76.63359), (12.31377, 76.63397), (12.31342, 76.63419), (12.3133, 76.63431), (12.31322, 76.6345), (12.31297, 76.63562), (12.3129, 76.63594), (12.31278, 76.63647), (12.31274, 76.63667), (12.31271, 76.63681), (12.31242, 76.63812), (12.31235, 76.63844), (12.31233, 76.63853), (12.31226, 76.63883), (12.31222, 76.63894), (12.31214, 76.63926), (12.31205, 76.63967), (12.31199, 76.63996), (12.31198, 76.64003), (12.31191, 76.64031), (12.31168, 76.64143), (12.31163, 76.64169), (12.31104, 76.64445), (12.31106, 76.64446), (12.31108, 76.64448), (12.31109, 76.64449), (12.31208, 76.64467), (12.31336, 76.6449), (12.31343, 76.64492), (12.31495, 76.64522), (12.31499, 76.64519), (12.31503, 76.64517), (12.31507, 76.64517), (12.31511, 76.64518), (12.31515, 76.6452), (12.31518, 76.64523), (12.31519, 76.64528), (12.31518, 76.64535), (12.31516, 76.64539), (12.31514, 76.64541), (12.31511, 76.64543), (12.31507, 76.64544), (12.31486, 76.6478), (12.31505, 76.64787), (12.31536, 76.64787), (12.31775, 76.64789), (12.31838, 76.64786), (12.31868, 76.64785), (12.32, 76.64777), (12.32074, 76.64718), (12.32087, 76.64708), (12.32101, 76.64696), (12.32144, 76.64666), (12.32174, 76.64645), (12.32252, 76.64592), (12.32263, 76.64582), (12.32399, 76.64527), (12.32486, 76.64501), (12.32562, 76.64479), (12.32603, 76.64472), (12.32689, 76.64459), (12.32792, 76.64466), (12.32801, 76.64468), (12.32894, 76.64487), (12.32979, 76.64512), (12.33055, 76.64552), (12.33056, 76.64551), (12.33057, 76.64549), (12.3306, 76.64548), (12.33062, 76.64547), (12.33065, 76.64547), (12.33068, 76.64547), (12.33071, 76.64549), (12.33073, 76.64551), (12.33074, 76.64554), (12.33075, 76.64558), (12.33074, 76.64561), (12.33072, 76.64564), (12.33102, 76.64614), (12.33131, 76.64663), (12.33166, 76.64733), (12.33179, 76.64768), (12.33183, 76.64783), (12.33185, 76.64795), (12.33187, 76.648), (12.3319, 76.64813), (12.33195, 76.64844), (12.33197, 76.64864), (12.33203, 76.64924), (12.33207, 76.64974), (12.33212, 76.65042), (12.33217, 76.65108), (12.33218, 76.65119), (12.33224, 76.65185), (12.33232, 76.65298), (12.33233, 76.65325), (12.33234, 76.65351), (12.33237, 76.6541), (12.33238, 76.65439), (12.33238, 76.65464), (12.33241, 76.65567), (12.33245, 76.65577), (12.33247, 76.65586), (12.33247, 76.656), (12.33251, 76.65614), (12.33254, 76.6562), (12.33263, 76.65629), (12.33271, 76.65631), (12.33282, 76.6563), (12.33292, 76.6563), (12.333, 76.65632), (12.33306, 76.65631), (12.33318, 76.65629), (12.3341, 76.65614), (12.33447, 76.65606), (12.33499, 76.65596), (12.33594, 76.65578), (12.3362, 76.65573), (12.33735, 76.6555), (12.33787, 76.6554), (12.33893, 76.65519), (12.339, 76.65518), (12.33976, 76.65501), (12.34064, 76.65484), (12.34086, 76.6548), (12.34148, 76.65468), (12.3415, 76.65468), (12.34176, 76.65463), (12.34182, 76.65462), (12.34185, 76.65462), (12.34211, 76.65457), (12.34314, 76.65437), (12.34368, 76.65424), (12.34394, 76.65419), (12.34467, 76.65404), (12.34497, 76.65398), (12.34515, 76.65409), (12.34528, 76.65418), (12.34552, 76.65442), (12.34578, 76.65475), (12.34583, 76.65485), (12.34597, 76.65513), (12.34625, 76.65583), (12.34629, 76.65594), (12.34675, 76.65735), (12.34687, 76.65771), (12.34721, 76.65872), (12.34765, 76.65975), (12.34775, 76.65999), (12.34809, 76.66011), (12.34957, 76.66061), (12.34991, 76.66072), (12.35016, 76.6608), (12.35032, 76.66085), (12.3504, 76.66088), (12.35053, 76.66092), (12.35086, 76.661), (12.35123, 76.66109), (12.3537, 76.66129), (12.35622, 76.66157), (12.35692, 76.66165), (12.35877, 76.66186), (12.35906, 76.66188), (12.35936, 76.66188), (12.35962, 76.66187), (12.35993, 76.66183), (12.36015, 76.66179), (12.36045, 76.66173), (12.36102, 76.66162), (12.36114, 76.66159), (12.36163, 76.66149), (12.36195, 76.66144), (12.36217, 76.66142), (12.36241, 76.66141), (12.36266, 76.66142), (12.36457, 76.66154), (12.36484, 76.66156), (12.36723, 76.66176), (12.36842, 76.66185), (12.36913, 76.6619), (12.36959, 76.66202), (12.37014, 76.66228), (12.37043, 76.66242), (12.37099, 76.66282), (12.37112, 76.66295), (12.3713, 76.66313), (12.37287, 76.66483), (12.37331, 76.66516), (12.37401, 76.6655), (12.37481, 76.66582), (12.37648, 76.66647), (12.37698, 76.66665), (12.37754, 76.66686), (12.37774, 76.66691), (12.37841, 76.66704), (12.37909, 76.66715), (12.37995, 76.66722), (12.38116, 76.66722), (12.38249, 76.66705), (12.38276, 76.66701), (12.38457, 76.66677), (12.385, 76.66674), (12.38562, 76.66673), (12.38582, 76.66672), (12.38597, 76.66673), (12.38683, 76.66675), (12.38711, 76.66675), (12.38763, 76.66676), (12.38799, 76.66665), (12.38904, 76.66669), (12.38977, 76.66671), (12.39067, 76.66673), (12.39101, 76.66673), (12.39133, 76.66677), (12.39173, 76.66682), (12.39207, 76.66688), (12.39247, 76.66697), (12.3936, 76.66735), (12.39468, 76.66769), (12.39554, 76.66798), (12.39673, 76.6684), (12.39714, 76.66854), (12.39752, 76.66871), (12.39764, 76.66878), (12.39808, 76.66901), (12.39853, 76.66928), (12.39867, 76.66939), (12.39856, 76.66986), (12.39839, 76.67041), (12.39822, 76.67069), (12.39768, 76.67164), (12.39745, 76.6722), (12.39708, 76.6727), (12.39688, 76.67288), (12.39684, 76.6729), (12.39655, 76.67309), (12.39568, 76.67392), (12.39543, 76.67418), (12.39528, 76.67434), (12.39522, 76.67444), (12.39506, 76.67469), (12.3948, 76.67511), (12.39477, 76.6752), (12.39455, 76.67585), (12.39434, 76.67661), (12.39432, 76.67671), (12.39416, 76.67759), (12.39384, 76.67897), (12.3937, 76.67975), (12.39307, 76.68157), (12.39299, 76.68173), (12.39287, 76.6819), (12.39222, 76.6825), (12.39205, 76.68264), (12.39169, 76.68272), (12.39111, 76.68267), (12.39095, 76.68265), (12.39073, 76.68265), (12.39056, 76.68274), (12.38948, 76.68434), (12.38939, 76.68446), (12.38862, 76.68554), (12.38848, 76.68572), (12.38836, 76.68594), (12.38826, 76.68729), (12.38836, 76.68733), (12.38847, 76.68738), (12.38864, 76.68747), (12.38876, 76.68753), (12.38895, 76.68763), (12.38903, 76.68765), (12.38935, 76.68771), (12.38964, 76.68779), (12.39004, 76.6879), (12.39096, 76.68819), (12.3914, 76.68834), (12.3915, 76.68837), (12.39201, 76.68851), (12.39241, 76.68858), (12.3926, 76.68866), (12.39276, 76.68881), (12.39282, 76.68902), (12.39274, 76.68962), (12.39274, 76.68986), (12.39274, 76.68998), (12.39274, 76.69005), (12.39288, 76.69041), (12.39319, 76.69091), (12.39343, 76.69129), (12.39373, 76.6917), (12.39396, 76.69186), (12.39405, 76.69205), (12.39405, 76.69227), (12.39403, 76.69253), (12.39403, 76.69296), (12.39395, 76.69357), (12.39385, 76.69394), (12.39378, 76.69448), (12.39379, 76.69484), (12.3936, 76.69546), (12.39345, 76.69586), (12.3933, 76.69626), (12.39311, 76.69727), (12.39306, 76.69777), (12.39301, 76.69802), (12.39295, 76.69826), (12.39274, 76.69878), (12.39256, 76.69903), (12.39293, 76.69902), (12.39318, 76.69902), (12.39327, 76.69901), (12.39343, 76.69902), (12.39364, 76.69903), (12.3937, 76.69903), (12.39372, 76.69904), (12.39397, 76.69907), (12.3941, 76.69909), (12.39419, 76.69907), (12.39442, 76.69905), (12.39444, 76.69903), (12.39452, 76.69899), (12.39466, 76.69899), (12.39474, 76.699), (12.39528, 76.69897), (12.39531, 76.69906), (12.3956, 76.69902), (12.39595, 76.69904), (12.39616, 76.69905), (12.39698, 76.69906), (12.39771, 76.69912), (12.39779, 76.6992), (12.39792, 76.69955), (12.39808, 76.69992), (12.39827, 76.70025), (12.39852, 76.7006), (12.39873, 76.70082), (12.39898, 76.701), (12.39911, 76.70117), (12.39925, 76.70151), (12.39933, 76.70174)]"
"(22.31279, 73.170283)","(22.32279, 73.180283)","[(22.31293, 73.17028), (22.31293, 73.17085), (22.31371, 73.17084), (22.31419, 73.17085), (22.31499, 73.17083), (22.31634, 73.17081), (22.31648, 73.17086), (22.31674, 73.17086), (22.31674, 73.17128), (22.31675, 73.17193), (22.31675, 73.17217), (22.31705, 73.17217), (22.31709, 73.17215), (22.31728, 73.1721), (22.31752, 73.17191), (22.31763, 73.17174), (22.3184, 73.17096), (22.31837, 73.17088), (22.31837, 73.17083), (22.31836, 73.17079), (22.31839, 73.17071), (22.31843, 73.17064), (22.3185, 73.17059), (22.31857, 73.17057), (22.31865, 73.17057), (22.31871, 73.1706), (22.31872, 73.17061), (22.31878, 73.17066), (22.3188, 73.1707), (22.31882, 73.17073), (22.31883, 73.17081), (22.31891, 73.17092), (22.31922, 73.17125), (22.31979, 73.17181), (22.32016, 73.17216), (22.32048, 73.17242), (22.32089, 73.17278), (22.32109, 73.173), (22.32129, 73.17322), (22.3213, 73.17331), (22.32161, 73.17362), (22.32165, 73.17372), (22.32167, 73.17384), (22.32172, 73.17469), (22.32177, 73.17492), (22.32182, 73.17516), (22.32191, 73.17544), (22.32196, 73.17555), (22.32231, 73.17641), (22.32237, 73.17658), (22.32244, 73.17685), (22.32248, 73.17708), (22.32271, 73.17852), (22.32274, 73.17879), (22.32275, 73.1789), (22.32276, 73.17898), (22.32281, 73.1794), (22.32294, 73.18041), (22.32296, 73.18065), (22.32302, 73.18076), (22.32313, 73.18172), (22.32317, 73.18232), (22.32318, 73.18241), (22.3232, 73.18267), (22.32319, 73.18382), (22.32319, 73.18428), (22.32319, 73.1844), (22.32297, 73.18451), (22.32297, 73.18439), (22.32296, 73.18418), (22.32296, 73.1838), (22.32296, 73.1827), (22.32291, 73.18181), (22.32289, 73.18168), (22.32283, 73.18074), (22.32286, 73.18062), (22.32282, 73.18028)]"
"(19.875016, 75.322405)","(19.955016, 75.402405)","[(19.875, 75.32262), (19.87603, 75.32271), (19.8766, 75.32276), (19.87694, 75.3228), (19.8772, 75.32283), (19.87768, 75.32288), (19.87821, 75.32294), (19.87823, 75.32291), (19.87827, 75.32289), (19.8783, 75.32288), (19.87834, 75.32289), (19.87837, 75.32292), (19.87839, 75.32295), (19.87903, 75.32302), (19.8793, 75.32305), (19.87935, 75.32307), (19.87948, 75.32311), (19.87962, 75.32322), (19.87977, 75.32343), (19.88014, 75.32406), (19.88054, 75.32475), (19.88065, 75.32491), (19.88079, 75.32509), (19.88093, 75.3252), (19.88105, 75.32526), (19.88184, 75.32562), (19.88202, 75.32571), (19.88263, 75.32598), (19.88298, 75.32611), (19.88353, 75.3264), (19.88434, 75.32677), (19.88448, 75.32682), (19.88459, 75.32683), (19.88468, 75.32685), (19.88475, 75.32685), (19.88484, 75.32685), (19.88484, 75.32697), (19.88483, 75.32715), (19.88562, 75.32719), (19.88574, 75.3272), (19.88592, 75.32721), (19.88598, 75.32722), (19.8869, 75.32726), (19.88709, 75.32726), (19.88765, 75.3273), (19.88783, 75.32731), (19.88844, 75.32735), (19.88887, 75.32738), (19.88947, 75.32743), (19.89016, 75.32746), (19.89063, 75.32754), (19.89079, 75.32756), (19.89086, 75.32758), (19.89139, 75.32768), (19.89177, 75.32774), (19.89186, 75.3277), (19.89194, 75.32768), (19.89216, 75.32763), (19.89227, 75.32763), (19.89227, 75.32766), (19.89228, 75.3277), (19.89235, 75.3282), (19.89241, 75.32834), (19.89307, 75.32895), (19.89322, 75.32911), (19.89329, 75.32935), (19.89331, 75.32952), (19.89327, 75.33046), (19.89325, 75.33115), (19.8933, 75.33137), (19.89344, 75.33181), (19.89367, 75.3325), (19.89386, 75.3331), (19.89397, 75.33346), (19.89405, 75.33372), (19.89408, 75.33382), (19.8942, 75.33431), (19.89428, 75.33442), (19.89432, 75.33465), (19.8943, 75.33494), (19.89422, 75.33518), (19.89418, 75.33535), (19.89419, 75.33546), (19.89426, 75.33698), (19.89428, 75.337), (19.8943, 75.33703), (19.8943, 75.33707), (19.8943, 75.3371), (19.89453, 75.3372), (19.89476, 75.3373), (19.89483, 75.33731), (19.89507, 75.33735), (19.89522, 75.33735), (19.89594, 75.33734), (19.89627, 75.33734), (19.89647, 75.33735), (19.89688, 75.3374), (19.89709, 75.33746), (19.8973, 75.33748), (19.89745, 75.33753), (19.89757, 75.3376), (19.89774, 75.3378), (19.89777, 75.33782), (19.89795, 75.33802), (19.89869, 75.33846), (19.89932, 75.33882), (19.90074, 75.33968), (19.90255, 75.34077), (19.90308, 75.34108), (19.90326, 75.34118), (19.90331, 75.34121), (19.90458, 75.342), (19.90473, 75.3421), (19.90525, 75.34244), (19.90546, 75.34262), (19.90558, 75.34272), (19.90605, 75.34311), (19.90615, 75.34318), (19.90647, 75.34344), (19.90663, 75.34357), (19.90711, 75.34395), (19.90779, 75.34449), (19.90793, 75.3446), (19.90799, 75.34465), (19.90858, 75.34518), (19.9091, 75.34565), (19.90965, 75.34611), (19.9097, 75.34616), (19.91027, 75.34664), (19.91064, 75.34695), (19.91144, 75.34763), (19.91151, 75.34769), (19.91194, 75.34808), (19.91203, 75.34817), (19.91273, 75.34888), (19.91297, 75.34919), (19.91314, 75.34949), (19.91381, 75.35067), (19.91448, 75.35177), (19.91483, 75.35228), (19.9149, 75.35237), (19.91495, 75.35236), (19.915, 75.35237), (19.91504, 75.3524), (19.91508, 75.35243), (19.9151, 75.35248), (19.91609, 75.35247), (19.91644, 75.35243), (19.91751, 75.35226), (19.91761, 75.35226), (19.91795, 75.35224), (19.91825, 75.35226), (19.91872, 75.35232), (19.91887, 75.35234), (19.91926, 75.3524), (19.91966, 75.35245), (19.91991, 75.35253), (19.92064, 75.35259), (19.92087, 75.35263), (19.92098, 75.35265), (19.92132, 75.35271), (19.92151, 75.35274), (19.92158, 75.35276), (19.92278, 75.35297), (19.92289, 75.35299), (19.92318, 75.35304), (19.92325, 75.35304), (19.92336, 75.35305), (19.92378, 75.35307), (19.92425, 75.35309), (19.92447, 75.35309), (19.92452, 75.35309), (19.92475, 75.35302), (19.92491, 75.35296), (19.9253, 75.35281), (19.92552, 75.35274), (19.92652, 75.35281), (19.92676, 75.35282), (19.92697, 75.35283), (19.92719, 75.35282), (19.92743, 75.35282), (19.92802, 75.35283), (19.92811, 75.35279), (19.92857, 75.3529), (19.92909, 75.35308), (19.92929, 75.35314), (19.92948, 75.35317), (19.93001, 75.35322), (19.93017, 75.35323), (19.93053, 75.35326), (19.93077, 75.35328), (19.93086, 75.35329), (19.93171, 75.35335), (19.932, 75.35337), (19.93251, 75.35347), (19.93257, 75.35348), (19.93287, 75.35355), (19.93334, 75.35365), (19.93408, 75.3538), (19.93421, 75.35381), (19.93425, 75.3538), (19.93436, 75.35379), (19.93494, 75.3536), (19.93537, 75.35341), (19.9358, 75.35318), (19.93648, 75.35283), (19.93698, 75.35261), (19.93706, 75.35258), (19.93749, 75.35244), (19.93757, 75.35243), (19.93785, 75.35239), (19.93821, 75.3524), (19.93857, 75.35244), (19.93883, 75.3525), (19.93894, 75.35253), (19.93958, 75.35273), (19.93961, 75.35274), (19.94022, 75.35291), (19.94084, 75.35302), (19.941, 75.35304), (19.94161, 75.35312), (19.94228, 75.35321), (19.943, 75.3533), (19.94324, 75.35333), (19.9437, 75.35344), (19.94413, 75.35363), (19.94438, 75.35378), (19.94451, 75.35387), (19.9449, 75.35416), (19.94533, 75.35449), (19.94544, 75.35456), (19.94561, 75.35469), (19.94566, 75.35473), (19.946, 75.355), (19.94609, 75.35508), (19.94669, 75.35552), (19.94701, 75.35576), (19.94729, 75.3559), (19.94757, 75.35602), (19.94782, 75.35607), (19.94849, 75.35623), (19.9486, 75.35626), (19.9489, 75.35633), (19.94926, 75.35647), (19.94962, 75.3566), (19.94978, 75.35666), (19.94976, 75.35676), (19.94953, 75.35698), (19.94928, 75.35755), (19.94823, 75.36031), (19.94799, 75.36092), (19.94779, 75.36144), (19.94771, 75.36166), (19.94748, 75.36225), (19.94724, 75.36332), (19.94708, 75.36436), (19.94695, 75.3656), (19.94682, 75.36638), (19.94677, 75.36647), (19.94662, 75.36679), (19.94622, 75.36738), (19.94604, 75.3676), (19.94574, 75.36799), (19.94526, 75.36923), (19.94515, 75.3695), (19.94458, 75.37094), (19.94436, 75.37158), (19.94416, 75.37214), (19.94368, 75.37351), (19.94361, 75.3737), (19.94357, 75.3738), (19.94309, 75.37491), (19.94264, 75.37629), (19.94243, 75.37696), (19.94242, 75.37698), (19.94345, 75.3775), (19.94431, 75.378), (19.94435, 75.37802), (19.94439, 75.37805), (19.94476, 75.37823), (19.94482, 75.37827), (19.94488, 75.37831), (19.94493, 75.37836), (19.94497, 75.37842), (19.94506, 75.37854), (19.94512, 75.37862), (19.94539, 75.37896), (19.94544, 75.37902), (19.94629, 75.38002), (19.94634, 75.38007), (19.9466, 75.38031), (19.94663, 75.38034), (19.94666, 75.38036), (19.9469, 75.38058), (19.94694, 75.38061), (19.94698, 75.38065), (19.94703, 75.38069), (19.94776, 75.38118), (19.94836, 75.38157), (19.94839, 75.38159), (19.94845, 75.38161), (19.94849, 75.38162), (19.94854, 75.38163), (19.94859, 75.38162), (19.94902, 75.38156), (19.94907, 75.38155), (19.94914, 75.38155), (19.94918, 75.38156), (19.94922, 75.38157), (19.94942, 75.38162), (19.94968, 75.38168), (19.95057, 75.38191), (19.95063, 75.38192), (19.95085, 75.38199), (19.95096, 75.38202), (19.95152, 75.38215), (19.9516, 75.38217), (19.95182, 75.38222), (19.95189, 75.38224), (19.95197, 75.38226), (19.95227, 75.38237), (19.95231, 75.3824), (19.95234, 75.38243), (19.95237, 75.38247), (19.95239, 75.38252), (19.95241, 75.38258), (19.95252, 75.38296), (19.95253, 75.38299), (19.95253, 75.38303), (19.95254, 75.38308), (19.95253, 75.38317), (19.95252, 75.38334), (19.95251, 75.38355), (19.95251, 75.3836), (19.95251, 75.38365), (19.95251, 75.38374), (19.95253, 75.3845), (19.95253, 75.38455), (19.95254, 75.38462), (19.95258, 75.3852), (19.9526, 75.38542), (19.95264, 75.38552), (19.95266, 75.38556), (19.95282, 75.3858), (19.95286, 75.38587), (19.9529, 75.38595), (19.95294, 75.38603), (19.95297, 75.38611), (19.95299, 75.38618), (19.95299, 75.38624), (19.953, 75.3863), (19.95299, 75.38638), (19.95295, 75.38702), (19.95295, 75.38705), (19.95296, 75.38707), (19.95298, 75.38709), (19.953, 75.3871), (19.95302, 75.3871), (19.95328, 75.38709), (19.95332, 75.38709), (19.95336, 75.38711), (19.9534, 75.38714), (19.95351, 75.38729), (19.95353, 75.38733), (19.95355, 75.38735), (19.95356, 75.38737), (19.95362, 75.38753), (19.95373, 75.3878), (19.95374, 75.38782), (19.95376, 75.38783), (19.95378, 75.38784), (19.95389, 75.38784), (19.95391, 75.38784), (19.95393, 75.38785), (19.95395, 75.38787), (19.95395, 75.3879), (19.95402, 75.38813), (19.95403, 75.38817), (19.95405, 75.38822), (19.95407, 75.38826), (19.95416, 75.38835), (19.95421, 75.38838), (19.95426, 75.38841), (19.95475, 75.38855), (19.95513, 75.38868), (19.95519, 75.3887), (19.95525, 75.38872), (19.95531, 75.38873), (19.95575, 75.38881), (19.95588, 75.38875), (19.95595, 75.38874), (19.95602, 75.38879), (19.9563, 75.38915), (19.95636, 75.38922), (19.95646, 75.38925), (19.95664, 75.38919), (19.95673, 75.38919), (19.9569, 75.38924), (19.95698, 75.38929), (19.95705, 75.38935), (19.95711, 75.38942), (19.95715, 75.3895), (19.95718, 75.38959), (19.9572, 75.38968), (19.95722, 75.38987), (19.95722, 75.38994), (19.95724, 75.39002), (19.95735, 75.39037), (19.95737, 75.39045), (19.95739, 75.39052), (19.9574, 75.3906), (19.95748, 75.39117), (19.95748, 75.39125), (19.95749, 75.39132), (19.95753, 75.39209), (19.95753, 75.39215), (19.95755, 75.39221), (19.9576, 75.39243), (19.95762, 75.39252), (19.95773, 75.39306), (19.95775, 75.39317), (19.95781, 75.39357), (19.95781, 75.39361), (19.95781, 75.39365), (19.95781, 75.3937), (19.95779, 75.39396), (19.95778, 75.39402), (19.95778, 75.3941), (19.95779, 75.39476), (19.9578, 75.39481), (19.95782, 75.39485), (19.95801, 75.39503), (19.95804, 75.39508), (19.95808, 75.3952), (19.95808, 75.3952), (19.95812, 75.39526), (19.95818, 75.39543), (19.9582, 75.39548), (19.95823, 75.39553), (19.95866, 75.39664), (19.95879, 75.39698), (19.95882, 75.39703), (19.95884, 75.39709), (19.95886, 75.39713), (19.95885, 75.39719), (19.95881, 75.39723), (19.95877, 75.39728), (19.9577, 75.39818), (19.95765, 75.39819), (19.95761, 75.39819), (19.9575, 75.39817), (19.95741, 75.39815), (19.95737, 75.39814), (19.95737, 75.39814)]"
"(22.5491, 88.400467)","(22.5591, 88.410467)","[(22.54892, 88.40064), (22.54937, 88.40117), (22.54938, 88.40119), (22.54948, 88.4013), (22.54956, 88.40141), (22.54959, 88.40144), (22.55006, 88.40203), (22.5506, 88.40271), (22.55083, 88.40301), (22.55101, 88.40326), (22.55114, 88.40342), (22.5512, 88.40369), (22.55158, 88.40423), (22.55153, 88.40436), (22.55163, 88.40453), (22.55172, 88.40466), (22.55203, 88.40513), (22.55208, 88.4052), (22.55214, 88.40529), (22.55219, 88.40537), (22.55223, 88.40544), (22.55226, 88.40551), (22.5523, 88.40558), (22.55233, 88.40565), (22.55235, 88.40573), (22.55237, 88.4058), (22.55238, 88.40588), (22.5524, 88.40597), (22.55241, 88.40609), (22.55242, 88.40621), (22.55243, 88.40627), (22.55244, 88.40646), (22.55249, 88.40695), (22.55254, 88.40734), (22.55258, 88.40761), (22.55261, 88.4078), (22.55266, 88.40802), (22.55274, 88.40828), (22.55281, 88.40852), (22.55285, 88.40864), (22.55291, 88.40877), (22.55297, 88.40891), (22.55301, 88.40898), (22.55303, 88.40902), (22.55306, 88.40906), (22.55324, 88.40937), (22.5534, 88.40961), (22.55357, 88.40984), (22.55368, 88.40999), (22.55382, 88.41015), (22.55405, 88.4104), (22.55426, 88.41064), (22.55433, 88.41071), (22.55468, 88.41112), (22.55492, 88.41139), (22.55501, 88.41148), (22.5551, 88.41157), (22.55519, 88.41163), (22.55527, 88.4117), (22.5554, 88.41178), (22.55557, 88.41188), (22.55564, 88.41191), (22.55578, 88.41198), (22.55595, 88.41204), (22.55612, 88.41208), (22.55644, 88.41216), (22.55669, 88.41218), (22.55677, 88.41218), (22.55693, 88.41216), (22.5571, 88.4121), (22.55724, 88.41205), (22.55736, 88.41199), (22.55747, 88.41193), (22.55757, 88.41186), (22.55783, 88.41162), (22.5579, 88.41156), (22.55799, 88.41149), (22.55806, 88.41143), (22.55835, 88.41115), (22.55859, 88.41094), (22.55877, 88.41078), (22.55911, 88.41048)]"
"(21.149834, 72.778666)","(21.179834, 72.808666)","[(21.14985, 72.77852), (21.15031, 72.77858), (21.15106, 72.77871), (21.15168, 72.77881), (21.1518, 72.77883), (21.15287, 72.77899), (21.15331, 72.77902), (21.15341, 72.77903), (21.15334, 72.77881), (21.15345, 72.77873), (21.1536, 72.77874), (21.15366, 72.77889), (21.15375, 72.7792), (21.15387, 72.77919), (21.15397, 72.77919), (21.15415, 72.7792), (21.15429, 72.77922), (21.15463, 72.77931), (21.15471, 72.77931), (21.15481, 72.7793), (21.1549, 72.77927), (21.15496, 72.77924), (21.15502, 72.7792), (21.15507, 72.77916), (21.15517, 72.77902), (21.15523, 72.77895), (21.15532, 72.77892), (21.15555, 72.7789), (21.15583, 72.77886), (21.1559, 72.77885), (21.15619, 72.77879), (21.15651, 72.77872), (21.1568, 72.77866), (21.15685, 72.77865), (21.15714, 72.77857), (21.15724, 72.77857), (21.15777, 72.77855), (21.15853, 72.77853), (21.15858, 72.77853), (21.15876, 72.77851), (21.1593, 72.77844), (21.15949, 72.77844), (21.15954, 72.77844), (21.16019, 72.77854), (21.16024, 72.77855), (21.16043, 72.77858), (21.16068, 72.77862), (21.16114, 72.77869), (21.1617, 72.77877), (21.16183, 72.7788), (21.1619, 72.77882), (21.16198, 72.77885), (21.16216, 72.77901), (21.16264, 72.77943), (21.1628, 72.77954), (21.16287, 72.77958), (21.16294, 72.7796), (21.16323, 72.77961), (21.16367, 72.77965), (21.16369, 72.77965), (21.16375, 72.77961), (21.16379, 72.7796), (21.16433, 72.77959), (21.16432, 72.77953), (21.16432, 72.77947), (21.16433, 72.77945), (21.16436, 72.77941), (21.16439, 72.77938), (21.16442, 72.77936), (21.16446, 72.77934), (21.1645, 72.77933), (21.16455, 72.77935), (21.1646, 72.77937), (21.16466, 72.77944), (21.16471, 72.77951), (21.16472, 72.77958), (21.16473, 72.77965), (21.16476, 72.77969), (21.16519, 72.78025), (21.16684, 72.78274), (21.16715, 72.78329), (21.16757, 72.7843), (21.16768, 72.78467), (21.1677, 72.78476), (21.16772, 72.78485), (21.16776, 72.78488), (21.1678, 72.78492), (21.1678, 72.78493), (21.16782, 72.78496), (21.16783, 72.78501), (21.16783, 72.78504), (21.16782, 72.78509), (21.1678, 72.78513), (21.16777, 72.78516), (21.16774, 72.78519), (21.16787, 72.78551), (21.16791, 72.78561), (21.16796, 72.78571), (21.16801, 72.7858), (21.16806, 72.78587), (21.1701, 72.78846), (21.17038, 72.7888), (21.17102, 72.78952), (21.17125, 72.78984), (21.17155, 72.79033), (21.17207, 72.79141), (21.17226, 72.79174), (21.17247, 72.79206), (21.17285, 72.79253), (21.17309, 72.79277), (21.17313, 72.79281), (21.17408, 72.79366), (21.17567, 72.79543), (21.17623, 72.79602), (21.17667, 72.79646), (21.17771, 72.79761), (21.17791, 72.79783), (21.17806, 72.798), (21.17832, 72.79828), (21.1784, 72.79838), (21.17877, 72.79883), (21.17881, 72.79888), (21.17899, 72.7991), (21.17932, 72.79948), (21.17951, 72.79975), (21.17989, 72.80028), (21.17992, 72.80033), (21.18002, 72.80047), (21.18031, 72.8009), (21.18152, 72.80271), (21.18159, 72.80282), (21.18185, 72.80324), (21.18224, 72.80385), (21.18246, 72.80419), (21.18254, 72.80432), (21.18273, 72.80462), (21.1826, 72.80471), (21.18241, 72.80474), (21.18213, 72.80483), (21.17989, 72.80615), (21.18002, 72.80655), (21.18016, 72.80694), (21.18032, 72.80741), (21.1801, 72.80751), (21.17973, 72.80768), (21.17964, 72.80773), (21.17932, 72.80783), (21.17945, 72.80824), (21.17959, 72.80875)]"
